id_tweet,fecha_creacion,usuario,texto_original,texto_procesado,sentimiento_predicho_texto
950,2025-05-21 20:48:02,usuario_generado,"Aznar: ""Espero q ya lo tengan claro quienes antes decían q no teníamos programa, y ahora dicen q es escandaloso q lo tengamos""",aznar esperar q claro decir q programa ahora decir q escandaloso q,negativo
951,2025-05-21 20:48:02,usuario_generado,"Aznar: ""Espero q ya lo tengan claro quienes antes decían q no teníamos programa, y ahora dicen q es escandaloso q lo tengamos""",aznar esperar q claro decir q programa ahora decir q escandaloso q,negativo
952,2025-05-21 20:48:02,usuario_generado,La izquierda vuelve a la calle contra un PP triunfal en Sevilla - Dos Palabras http://t.co/ggoPvSly vía @elconfidencial,izquierda volver calle pp triunfal sevilla dos palabra vía,neutro
953,2025-05-21 20:48:02,usuario_generado,"Aznar: "" la historia ya ha quedado escrita: hemos dejado atras el peor gobierno de nuestra democracia"" #17congresopp",aznar historia quedar escrito dejar atra peor gobierno democracia,negativo
954,2025-05-21 20:48:02,usuario_generado,"Aznar: ""Hemos dejado atrás el peor Gobierno de la democracia española"" #17CongresoPP",aznar dejar atrás peor gobierno democracia español,negativo
955,2025-05-21 20:48:02,usuario_generado,"Aznar eleva el tono del #CongresoPP: ""Hemos dejado atrás al peor Gobierno de nuestra democracia""",aznar elevar tono dejar atrás peor gobierno democracia,negativo
956,2025-05-21 20:48:02,usuario_generado,Me están distrayendo mucho las nubes que pasan a toda prisa en ese cielo azul que le han puesto detrás a Aznar.,distraer nube pasar toda prisa cielo azul poner detrás aznar,negativo
957,2025-05-21 20:48:02,usuario_generado,"Aznar: "" es el momento de repetir a los terroristas un mensaje muy sencillo: nosotros ganamos,ellos pierden. Sin un apice de confusión",aznar momento repetir terrorista mensaje sencillo ganamosello perder apice confusión,negativo
958,2025-05-21 20:48:02,usuario_generado,Aznar se ha quitado el bigote o le ha quedado la marca del sol o lo tiene irritado de hacerse la cera? El labio superior sigue sin moverse.,aznar quitar bigote quedar marca sol irritado hacer él cera labio superior seguir mover él,negativo
959,2025-05-21 20:48:02,usuario_generado,Las nubes en el escenario del #17CongresoPP me inquietan. Hacen que el escenario parezca la Enterprise.,nube escenario inquietar hacer escenario parecer enterprise,neutro
960,2025-05-21 20:48:02,usuario_generado,Aznar afirma que hemos dejado atrás el peor gobierno de la democracia. Pide que nadie reescriba una historia tan pésima para nuestro país.,aznar afirmar dejar atrás peor gobierno democracia pedir nadie reescrir historia tanto pésimo país,negativo
961,2025-05-21 20:48:02,usuario_generado,"El presidente de honor del PP pide mandar a los terroristas un mensaje sencillo: ""Nosotros ganamos y ellos pierden"". Sin confusión",presidente honor pp pedir mandar terrorista mensaje sencillo ganar perder confusión,negativo
962,2025-05-21 20:48:02,usuario_generado,"Es decir, patxi López quiere fichar a Otegui como profesor de Euskera?",decir patxi lópez querer fichar otegui profesor euskera,neutro
963,2025-05-21 20:48:02,usuario_generado,"Aznar: guardar y hacer guardar la memoria de las víctimas. Sobre los terroristas, todo el peso de la ley. #17CongresoPP",aznar guardar hacer guardar memoria víctima terrorista peso ley,negativo
964,2025-05-21 20:48:02,usuario_generado,Al menos diez muertos y casi 7.000 damnificados por las lluvias en Bolivia - http://t.co/a0gPA9Gt,menos diez muerto casi damnificado lluvia bolivia,negativo
965,2025-05-21 20:48:02,usuario_generado,Aznar:hemos dejado atrás el peor Gobierno de la Democracia. Urge a Rajoy a hacer las reformas.,aznarhaber dejado atrás peor gobierno democracia urge rajoy hacer reforma,negativo
966,2025-05-21 20:48:02,usuario_generado,Sobre ETA Aznar pide que recaiga sobre la banda todo el peso de la ley,eta aznar pedir recaigar banda peso ley,negativo
967,2025-05-21 20:48:02,usuario_generado,Acaba de detenerle la Stasi a @ochoymedio1 . #lamentable http://t.co/vKTz4KoM,acabar detener él stasi,negativo
968,2025-05-21 20:48:02,usuario_generado,Los parados sin prestaciones no serán los mejores candidatos para encontrar empleo. El empresario no puede recibir el 50% de la prestación.,parado prestación mejor candidato encontrar empleo empresario poder recibir prestación,positivo
969,2025-05-21 20:48:02,usuario_generado,"Si tienes 800€ de prestación y te contratan, cobras 200€ más el salario. El empresario recibe 400€ y los otros 200 quedan en Hacienda.",si prestación contratar cobra salario empresario recibir quedar hacienda,negativo
970,2025-05-21 20:48:02,usuario_generado,Han convocado la primera gran manifestacion en tweeter: creo q es mañana a las 12 contra ls sindicatos parásitos y antitrabajadores,convocar primero gran manifestacion tweeter creer q mañana ls sindicato parásito antitrabajador,negativo
971,2025-05-21 20:48:02,usuario_generado,"Menuda frase...RT @blogsdepolitica: Patxi López: que Otegi siga en prisión ""contradice el sentir vasco"" http://t.co/36RfJjff",menudo frasert patxi lópez otegi seguir prisión contradizar sentir vasco,negativo
972,2025-05-21 20:48:02,usuario_generado,"Es curioso...ya casi no escribo en TL abierto. Supongo q por mi cargo en el PSOE, twitter se ha vuelto bastante agresivo. Hablo mucho en DM.",curiosoya casi escribir tl abierto suponer q cargo psoe twitter volver bastante agresivo hablar dm,negativo
973,2025-05-21 20:48:02,usuario_generado,"Una semana después Witney Houston sigue sin ser enterrada, ¡Esta afición por el espectáculo excesivo lleva a hacer bises a los muertos!",semana después witney houston seguir ser enterrar afición espectáculo excesivo llevar hacer bis muerto,negativo
974,2025-05-21 20:48:02,usuario_generado,RT: “@victormosorio: Dicen por Sevilla que Esperanza Aguirre no está muy contenta con su papel en el Congreso del PP.”,rt decir sevilla esperanzar aguirre contentar papel congreso pp,neutro
975,2025-05-21 20:48:02,usuario_generado,"Los periódicos -decía Unamuno- no dicen nada de los millones de hombres ""sin historia"". La literatura, la buena, si.",periódico decir unamuno decir millón hombre historia literatura buen si,neutro
976,2025-05-21 20:48:02,usuario_generado,"Me parece tremendo k patxi López, representante elegido democráticamente, cuestione la prisión d otegi, ordenada x la justicia",parecer tremendo k patxi lópez representante elegido democráticamente cuestionir prisión d otegi ordenado x justicia,positivo
977,2025-05-21 20:48:02,usuario_generado,"Rajoy rememora el Congreso de Valencia: ""Entonces teníamos en las alforjas muchísimo futuro, pero muy poco presente"" #17congresoPP",rajoy rememorar congreso valencia entonces alforja muchísimo futuro presente,neutro
978,2025-05-21 20:48:02,usuario_generado,"""Nunca habíamos llegado ni tan lejos, ni tan alto, ni tan hondo"", dice Rajoy ¿Hondo? #17congresopp",nunca llegar tan lejos tanto alto tanto hondo decir rajoy hondo,negativo
979,2025-05-21 20:48:02,usuario_generado,"Rajoy dice a su partido que no es la hora de las quejas, sino que es el momento de dar soluciones y los españoles. Por eso les han votado.",rajoy decir partido hora queja sino momento dar solución español votar,negativo
980,2025-05-21 20:48:02,usuario_generado,"""Es la hora de las respuestas"". No es una frase más de Rajoy. Es una respuesta a Aznar que le demandaba reformas sin demoras ni retrasos.",hora respuesta frase rajoy respuesta aznar demandar reforma demora retraso,negativo
981,2025-05-21 20:48:02,usuario_generado,"@marianorajoy : "" podemos cambiar las personas en el @ppopular pero no nuestros principios"" #17CongresoPP",poder cambiar persona principio,neutro
982,2025-05-21 20:48:02,usuario_generado,"Así será seguro “@Cordoba_Lucena: Aznar: ""Nosotros ganamos, ETA pierde. Sin confusión"" http://t.co/oklwoSgN vía @libertaddigital”",así seguro aznar ganar eta perder confusión vía,negativo
983,2025-05-21 20:48:02,usuario_generado,"Quiero que seamos un modelo de conducta. No podemos admitir despilfarros. No digo que no quepa un desliz. Esfuerzo para perseguirlas""",querer modelo conducta poder admitir despilfarro decir caber desliz esfuerzo perseguir él,negativo
984,2025-05-21 20:48:02,usuario_generado,@sanchez_sonia Se caen y les sale un aeropuerto en Castellón,caer salir aeropuerto castellón,negativo
985,2025-05-21 20:48:02,usuario_generado,"Desliz, mancha. Rajoy habla de corrupción y debe pensar en Valencia.",desliz manchar rajoy hablar corrupción deber pensar valencia,negativo
986,2025-05-21 20:48:02,usuario_generado,"En España solo hay UN Expresidente en el Consejo de Estado. Se llama Zapatero. Otra cosa es discutir ese consejo, yo lo eliminaría, claro.",españa solo expresidente consejo llamar zapatero cosa discutir consejo eliminar claro,neutro
987,2025-05-21 20:48:02,usuario_generado,"Los predecesores...“@cultrun: Rajoy: ""A que extremos habremos llegado en España que esto -pensar las cosas- pueda llamar la atención""”",predecesor rajoy extremo llegar españa pensar cosa poder llamar atención,negativo
988,2025-05-21 20:48:02,usuario_generado,"Rajoy: ""A mí no me gusta que me presionen. Yo no fijo mis prioridades por que me presionen o por lo que me reclame la prensa""",rajoy gustar presionar fijar prioridad presionar reclamar prensa,negativo
989,2025-05-21 20:48:02,usuario_generado,"Por cierto, que manía tiene el PP de poner nubes pasando por detrás del  escenario.",cierto manir pp poner nube pasar detrás escenario,negativo
990,2025-05-21 20:48:02,usuario_generado,"Me temo que para el PP, la crisis es sólo una coartada...",temer pp crisis sólo coartada,negativo
991,2025-05-21 20:48:02,usuario_generado,"Rajoy: ""después de todo lo que se ha dicho de mí no corro ningún peligro de envanecimiento"" #17CongresoPP",rajoy después decir correr ninguno peligro envanecimiento,negativo
992,2025-05-21 20:48:02,usuario_generado,"Rajoy: ""Ya se lo que dicen de mi, y que mas me da. Después de todo lo que he pasado no corro ningún peligro de envanecimiento""",rajoy decir mas dar después pasar correr ninguno peligro envanecimiento,negativo
993,2025-05-21 20:48:02,usuario_generado,"Rajoy:""No temaís q se me suba el cargo a la cabeza.Podré cometer errores pero, después de lo q he pasado,no corro peligro de envanecimiento""",rajoyno temaís q subir cargo cabezapodré cometer error después q pasadono corro peligro envanecimiento,negativo
994,2025-05-21 20:48:02,usuario_generado,Me niego! No puede ser q no pueda ver la serie de Sherlock Holmes!!! Aaaaaaaaaaaaah! ( rabia),negar poder ser q poder ver serie sherlock holmes aaaaaaaaaaaaah rabia,negativo
995,2025-05-21 20:48:02,usuario_generado,"Rajoy llama a defender los intereses de España ""sin pamplinas"".",rajoy llamar defender interés españa pamplina,negativo
996,2025-05-21 20:48:02,usuario_generado,"Rajoy va cerrando su discurso: el PP ""protege los intereses de España, sin pamplinas"". #17CongresoPP",rajoy ir cerrar discurso pp proteger interés españa pamplina,negativo
997,2025-05-21 20:48:02,usuario_generado,Vaya papelón para Fabra: tener que hablar de ejemplaridad con la sombra de Camps. #congresopp,ir papelón fabra tener hablar ejemplaridad sombra camps,negativo
998,2025-05-21 20:48:02,usuario_generado,¿Cómo serían Madamme Bovary o Tom Ripley? Ya no hace falta imaginar a los protagonistas de las grandes novelas: http://t.co/v6XMuo0Q,cómo madamme bovary tom ripley hacer falta imaginar protagonista grande novela,negativo
999,2025-05-21 20:48:02,usuario_generado,"Cospedal, Arenas, Floriano y G. Pons, núcleo duro del PP. Si el segundo presidiera Andalucía, el partido se dirigiría por vídeoconferencia?",cospedal arena floriano g pons núcleo duro pp si segundo presidiera andalucía partido dirigir vídeoconferencia,neutro
1000,2025-05-21 20:48:02,usuario_generado,"Ningún líder ha tenido tanto poder indiscutido en su partido como Rajoy ahora. Pero la crisis y el paro son su ""recuerda que eres mortal""",ninguno líder poder indiscutido partido rajoy ahora crisis paro recuerda mortal,negativo
1001,2025-05-21 20:48:02,usuario_generado,"Mañana, en mi columna de El Mundo, cuento el plan de los sindicatos. Alimentarán las protestas sin desgastarse...",mañana columna mundo cuento plan sindicato alimentar protesta desgastar él,negativo
1002,2025-05-21 20:48:02,usuario_generado,"... Y cuando el paro alcance sus peores datos, entonces saltarán",paro alcanzar peor dato entonces saltar,negativo
1003,2025-05-21 20:48:02,usuario_generado,No a sindicatos que viven de nuestros impuestos. No a los sindicatos y patronal que se reparten fondos públicos pese al sacrificio general,sindicato vivir impuesto sindicato patronal repartir fondo público pese sacrificio general,negativo
1004,2025-05-21 20:48:02,usuario_generado,"Increíble la afición del Vasconia, del Caja laboral que habiendo perdido levanta el Palau @teledeporte #CopadelRey",increíble afición vasconia caja laboral perder levantar palau,negativo
1005,2025-05-21 20:48:02,usuario_generado,El dinero de los cursos de sindicatos y patronal permitiría pagar una renta mensual de 400 e a las familias con todos sus miembros en paro,dinero curso sindicato patronal permitir pagar renta mensual familia miembro paro,negativo
1006,2025-05-21 20:48:02,usuario_generado,"Ya no se esperan de nosotros quejas, denuncias, sugerencias, ni promesas. Se esperan soluciones http://t.co/MpOKGJ9f http://t.co/E728wgju",esperar queja denuncia sugerencia promesa esperar solución,negativo
1007,2025-05-21 20:48:02,usuario_generado,@santiagocervera si @PabloParedesC revisa todos los calificativos que me ha destinado estos últimos días comprenderá mejor el bloqueo,si revisar calificativo destinar último día comprender mejor bloqueo,negativo
